State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,10/18/2020,-1.53,-21.6,-27.5,4.92,5.02,-0.612,-47.3,10,14.8
3600,10/18/2020,-0.17,-22.1,-42.6,2.93,12.6,-4.37,-60.6,13.3,14
4400,10/18/2020,-6.88,-37.3,-61.8,-13.3,13,-10.8,-71.4,9.61,7.5
900,10/19/2020,-0.219,-24.9,-46.2,7.46,17.3,2.16,-64.1,16.2,15.5
2500,10/19/2020,0.152,-20.3,-34.6,14.2,14.3,6.04,-57.6,14.5,14.9
3400,10/19/2020,-2.05,-20.7,-26.1,4,4.78,-0.643,-48,10.2,15.3
3600,10/19/2020,-0.397,-21.7,-42.6,4.68,12.5,-4.1,-62,13.8,14.9
4400,10/19/2020,-7.72,-38.1,-61.6,-12.5,14.6,-12.8,-71.7,7.3,2.3
900,10/20/2020,-0.705,-24,-49,6.7,16.4,-1.16,-65,16,15.8
2500,10/20/2020,0.366,-18.5,-36.5,16.7,11.5,-3.67,-56.9,14.4,17.3
3400,10/20/2020,-1.96,-19.2,-24,4.86,4.01,1.87,-47.1,9.84,15.3
3600,10/20/2020,-0.0042,-20.5,-41.4,4.83,11.4,-1.51,-60.3,13.6,15.4
4400,10/20/2020,-7.77,-36.1,-58.5,-8.37,13.7,-20.7,-73.3,8.8,5.5
900,10/21/2020,-2.14,-25.7,-50.2,6.72,16.3,-6.65,-64.9,16.1,16
2500,10/21/2020,-0.0031,-17.5,-38.4,14,12.2,-7.22,-56.8,14.5,16.8
3400,10/21/2020,-2.12,-19.7,-23.8,4.57,3.77,3.81,-46.4,9.88,15.6
3600,10/21/2020,-0.555,-21.4,-41.3,5.09,12.2,-1.3,-58.8,14.2,15.8
4400,10/21/2020,-10.1,-36,-60.5,-21.7,12.5,-32,-75.6,0.739,-8.36
900,10/22/2020,-1.48,-23,-44.8,6.07,19.3,-7.88,-66.2,17.8,16.7
2500,10/22/2020,0.259,-16.9,-34.2,14.2,12.9,-8.89,-55.7,14.3,15.9
3400,10/22/2020,-1.81,-19.3,-21.3,4.52,5.04,1.9,-46.4,10.6,15.8
3600,10/22/2020,-0.523,-21.6,-41.5,4.17,14.7,-3.08,-59.3,14.9,15
4400,10/22/2020,-7.81,-35.6,-61.7,-9.93,13.2,-28.4,-73.9,10.6,9.49
900,10/23/2020,-2.28,-23,-46,5.95,20.7,-16.5,-66.8,18,16.2
2500,10/23/2020,0.349,-17.4,-31.9,13.6,14.3,-7.74,-54.7,14.2,14.4
3400,10/23/2020,-1.08,-18.7,-20.7,5.37,6.1,1.8,-44.7,11.4,16.4
3600,10/23/2020,-1.12,-21.4,-42.7,3.44,13.9,-2.55,-58,14.3,14.7
4400,10/23/2020,-9.28,-37.4,-59.5,-10.9,17.1,-30.4,-79.5,12,8.73
900,10/24/2020,-2.28,-23.4,-44.5,4.83,19.9,-18.1,-64.3,17.1,15.3
2500,10/24/2020,-0.88,-17.9,-30.5,9.66,13,-10.2,-61.3,12.8,12.9
3400,10/24/2020,-0.842,-18.5,-17.7,5.51,5.58,2.15,-43.3,11.6,17.2
3600,10/24/2020,-0.945,-21.5,-44.5,3.43,14.4,-4.51,-57.1,14.1,13.8
4400,10/24/2020,-10.3,-36.7,-54.6,-12,16.1,-34.7,-80.3,5.62,-2.13
900,10/25/2020,-2.84,-24.8,-43.3,4.1,19.1,-16.6,-63.7,16.6,14.9
2500,10/25/2020,-0.759,-18.5,-31.3,10.1,15,-13.5,-62.8,14.3,13.8
3400,10/25/2020,-0.715,-19.8,-15.6,7.02,6.34,-1.82,-42.9,13,19.2
3600,10/25/2020,-1.05,-22.2,-44.4,2.07,14.2,-5.83,-57.4,13.8,13.4
4400,10/25/2020,-10.1,-37,-59.7,-8.59,15,-27.6,-81.7,6.56,0.874
900,10/26/2020,-3.86,-26,-45.4,2.53,15.4,-13.9,-65.7,15.1,14.9
2500,10/26/2020,-1.13,-19.4,-37.1,10.2,13.5,-18,-62.3,13.6,13.9
3400,10/26/2020,-1.07,-20.3,-18,7.33,5.52,0.526,-44.1,12.4,18.8
3600,10/26/2020,-1.9,-22.9,-45.8,0.758,13.5,-7.95,-57.2,12.7,12.2
4400,10/26/2020,-8.37,-36.9,-59.1,-7.27,14,-22.8,-80.1,10.8,9.67
900,10/27/2020,-3.95,-26.1,-43.2,2.72,16.8,-14.2,-65.4,15.2,14.1
2500,10/27/2020,-0.509,-18.7,-34.1,12.4,15,-17.8,-61.9,15.7,16.7
3400,10/27/2020,-0.561,-19.5,-17.7,8.32,7.44,-2.87,-43.6,14,20.2
3600,10/27/2020,-1.97,-23,-46.4,1.87,13.8,-7.45,-57,13,12.4
4400,10/27/2020,-8.38,-35.5,-56.3,-3.39,16.4,-9.63,-77.1,7.35,0.964
900,10/28/2020,-4.28,-26.4,-43.9,2.6,15.4,-11.2,-65.3,14,13.2
2500,10/28/2020,-1.04,-19.6,-34.1,15.3,15.5,-14.5,-63.4,15.5,15.7
3400,10/28/2020,-0.106,-18.2,-18.4,8.97,8.51,-6.61,-42.6,14.5,20.1
3600,10/28/2020,-2.21,-21.9,-46.4,0.981,13.7,-6.57,-57.9,12.4,11.4
4400,10/28/2020,-8.72,-36.2,-55.9,-2.99,17.9,-4.32,-77.4,9.69,3.87
900,10/29/2020,-4.05,-27.3,-46.3,4.58,14.1,-13,-64.6,13.6,13.4
2500,10/29/2020,-1.05,-20.5,-35.3,15.2,16.5,-14.5,-63.8,16,15.7
3400,10/29/2020,-1.24,-19.9,-19.9,8.42,7.1,-4.51,-42.4,13.3,19.2
3600,10/29/2020,-2.53,-21.3,-48.9,1.02,12.9,-5.69,-57.7,12,11.3
4400,10/29/2020,-9.34,-36.7,-57,-6.51,18.3,-6.63,-78.1,11.4,6.76
900,10/30/2020,-3.34,-26.9,-46.5,4.5,13.4,-10.7,-65.5,14.3,15.1
2500,10/30/2020,-1.33,-21,-35.4,15.1,16,-10.4,-65.8,16.5,17.4
3400,10/30/2020,-0.544,-20.5,-23.9,9.34,8.52,-4.32,-44,14.5,20.3
3600,10/30/2020,-1.17,-21.9,-49.4,2.44,15,-5.34,-59.4,14.1,13.3
4400,10/30/2020,-12.5,-35.5,-56.7,-10.8,13,-13.2,-75.2,9.6,7.42
900,10/31/2020,-0.0212,-25.7,-49.4,9.31,22.3,-6.93,-65.7,19.8,18.1
2500,10/31/2020,-0.554,-23,-35.4,19,19.8,-4.82,-66.7,19.1,18.6
3400,10/31/2020,0.294,-21.6,-25.3,11.4,11.7,-4.21,-44.2,17,22.1
3600,10/31/2020,-0.843,-23.5,-51.3,4.1,16.5,-2.99,-59.7,15.1,14
4400,10/31/2020,-12.8,-39.1,-57,-9.08,15.1,-4.77,-75,15.6,16.4
900,11/01/2020,-0.473,-27.2,-47.6,11,22.9,-9.47,-65.6,19.9,18.1
2500,11/01/2020,-1.45,-23.6,-37.5,18.2,20.5,-5.44,-64.6,19.2,18.1
3400,11/01/2020,-1.71,-22,-28.7,9.62,11.8,-5.72,-46,15.5,19.1
3600,11/01/2020,-1.81,-23.4,-52.2,4.42,17.2,-4.9,-59.5,15.1,13.5
4400,11/01/2020,-11,-39.1,-53,-4.13,16.4,-20.4,-75.5,21,25.2
900,11/02/2020,2.41,-26.5,-44.2,12.8,29,-7.38,-63.5,22.6,18.5
2500,11/02/2020,-0.168,-23.3,-32.2,17.5,23.9,-7.66,-62.8,20.4,17.2
3400,11/02/2020,-0.007,-21.6,-27.9,10.7,14.3,-5.07,-44,16.9,19.5
3600,11/02/2020,-0.239,-23,-51.2,5.43,18.7,-2.55,-57.2,16.2,14.2
4400,11/02/2020,-10.6,-40.1,-51.6,-4.97,18.7,-32,-73.1,19,20
900,11/03/2020,2.67,-25.5,-46.5,12.8,28.1,-4.86,-63.1,22.1,18.3
2500,11/03/2020,-0.112,-23.6,-34.1,16.7,24,-4.51,-62.2,19.1,14.5
3400,11/03/2020,-0.5,-21.8,-27.6,9.62,14.5,-4,-43.6,16.3,18.1
3600,11/03/2020,-0.0099,-22.6,-49.8,3.76,19.8,-4.34,-55.5,15.4,11.9
4400,11/03/2020,-8.32,-40.4,-59.6,-5.94,22.6,-53.8,-74.3,26.9,31.9
900,11/04/2020,2.16,-25.8,-39.8,11.6,29.6,-7.31,-65.2,22.4,17.9
2500,11/04/2020,-0.441,-24.5,-31.3,14.7,23.6,-7.06,-60.9,18.7,14.3
3400,11/04/2020,-1.59,-23.1,-28.4,8.52,12.8,-4.56,-44.5,14.5,16.2
3600,11/04/2020,-0.761,-23.4,-50.7,1.32,18.1,-6.01,-55.3,13.4,9.64
4400,11/04/2020,-11.1,-42.8,-61.9,-4.57,21,-67.5,-74.3,23.3,27.1
900,11/05/2020,1.8,-26.6,-39,9.12,29.7,-3.84,-65,20.7,15.2
2500,11/05/2020,-1.04,-25.2,-29.9,12.7,22.6,-1.91,-59,17.9,13.8
3400,11/05/2020,-1.61,-22,-27.7,8.49,13.5,-8.64,-44.3,14.8,16.2
3600,11/05/2020,-0.846,-23.9,-48.6,-0.937,17.1,-6.55,-54.8,12.2,8.53
4400,11/05/2020,-13.4,-44.8,-62.8,-5.57,22.6,-74.4,-77.5,18.3,16.6
900,11/06/2020,1.01,-27.5,-38.3,8.28,30.4,-3.05,-62.5,17.6,9.97
2500,11/06/2020,-1.43,-25.6,-29.9,11.8,23,-9.46,-61,17.2,12
3400,11/06/2020,-2.59,-21.7,-25.7,9.06,11.4,-9.74,-43.8,13.5,15.6
3600,11/06/2020,-2.2,-24.3,-46.9,-1.34,15.2,-9.83,-54.5,10.3,6.58
4400,11/06/2020,-9.44,-45.5,-59.1,-3.2,30.6,-81.5,-77.1,20.5,14.7
900,11/07/2020,-2.89,-28.2,-36.4,2.91,22.4,-5.44,-63.5,10.8,4.07
2500,11/07/2020,-2.13,-23.4,-28.9,8.44,19,-10.7,-62.1,14.4,10.7
3400,11/07/2020,-4.1,-21.5,-25.5,6.14,8.15,-11.3,-44.2,9.71,11.4
3600,11/07/2020,-2.57,-22.4,-44.7,-2.59,13.1,-11.2,-54.2,8.7,5.44
4400,11/07/2020,-9.4,-43.4,-57.6,-14,27,-87.4,-75.9,13.8,6.38
900,11/08/2020,-3.6,-27.6,-37.3,-0.532,20.7,-3.81,-65.6,8.22,1.08
2500,11/08/2020,-1.68,-22.8,-22,7.12,18.7,-18.7,-63.7,13.2,8.58
3400,11/08/2020,-2.64,-21.2,-24.8,4.95,7.55,-6.29,-44.5,9.43,11.4
3600,11/08/2020,-2.09,-21.4,-43.2,-3.69,12.1,-9.47,-56,7.77,4.66
4400,11/08/2020,-12.6,-42.1,-57.3,-25.4,23.8,-39.3,-73.9,5.43,-5.48
900,11/09/2020,-6.28,-27.1,-36.3,-4.15,17.2,-6.44,-68.1,4.81,-2.25
2500,11/09/2020,-3.31,-22.6,-24.6,5.39,15.7,-21.2,-67.2,10.9,6.94
3400,11/09/2020,-4.29,-22.1,-23.3,2.93,5.91,-8.7,-46.1,7.91,9.96
3600,11/09/2020,-3.36,-21.3,-43.4,-5.2,10.7,-11.9,-58.4,6.63,3.7
4400,11/09/2020,-14.9,-40.8,-55.5,-26.7,18.8,-40.1,-74.8,2.46,-7.15
900,11/10/2020,-6.1,-26.7,-34.1,-6.86,18.2,-6.06,-68.9,3.21,-5.2
2500,11/10/2020,-4.18,-23.6,-22.2,1.28,15.7,-20.8,-66.5,9.08,3.53
3400,11/10/2020,-4.37,-23,-23.5,1.96,5.47,-6.32,-44.5,7.47,9.51
3600,11/10/2020,-3.85,-21.5,-45.4,-5.8,9.71,-10.3,-60.3,6.38,4
4400,11/10/2020,-15.1,-41.7,-47.2,-27.3,15.9,-40.8,-73.8,1.22,-6.99
900,11/11/2020,-1.86,-22.7,-41.6,-4.59,23,2.25,-68.1,7.51,-1.07
2500,11/11/2020,-2.82,-22.1,-19.6,0.558,14.3,-19.2,-65.8,8.24,3.35
3400,11/11/2020,-3.42,-22.9,-21,1.95,6.38,-1.69,-44.7,7.87,9.5
3600,11/11/2020,-2.46,-21,-45.1,-3.4,11.4,-7.63,-60.2,8.42,6.35
4400,11/11/2020,-8.92,-36.5,-45.7,-26.9,14.3,-41.6,-74.4,8.39,6.15
900,11/12/2020,-5.15,-26.5,-36.8,-5.31,18.4,-9.98,-68.6,5.89,-1.29
2500,11/12/2020,-3.61,-22.3,-23.9,3.04,13.5,-18,-66.3,8.22,3.88
3400,11/12/2020,-3.59,-22.4,-23.7,3.2,6.11,-4.43,-45,8.19,10.3
3600,11/12/2020,-2.58,-20.4,-46.5,-1.13,12.3,-6.61,-60.9,9.66,7.79
4400,11/12/2020,-11.9,-37.3,-44,-26.1,11.7,-42.3,-67.5,4.52,0.882
900,11/13/2020,-4.8,-26.6,-36.2,-2.62,19.5,-8.56,-70.3,9.07,2.96
2500,11/13/2020,-3.6,-21.7,-25,4.25,13.4,-13.6,-64.8,8.8,5.07
3400,11/13/2020,-2.7,-22.5,-23.4,4.66,8.03,-2.84,-45.2,9.73,11.5
3600,11/13/2020,-1.48,-20.3,-46.8,0.862,14.3,-2.76,-61.3,11.8,10.1
4400,11/13/2020,-9.42,-36.3,-44.5,-21.8,12.2,-43.1,-62.6,7.1,4.88
900,11/14/2020,-3.28,-27.4,-38.9,-2.05,21.2,-13.1,-70.3,12.2,6.86
2500,11/14/2020,-2.79,-22.2,-27.7,6.1,13.4,-14.6,-63.6,11.2,9.7
3400,11/14/2020,-1.24,-22.3,-22.1,8.29,10.1,-2.54,-44.2,12.6,15.1
3600,11/14/2020,-0.66,-21.2,-46.7,2.97,16.5,-2.31,-61.5,14.4,12.9
4400,11/14/2020,-9.52,-37.5,-48.1,-17.2,13.6,-43.8,-69.3,8.87,6.47
900,11/15/2020,-2.3,-28.4,-41.6,-0.485,22.6,-13.8,-69.4,15.2,10.9
2500,11/15/2020,-2.53,-22.8,-29.8,8.15,12.9,-7.34,-62.5,13.2,13.8
3400,11/15/2020,-1.01,-22.9,-23,11.6,12,-4.35,-42.3,15.2,18.1
3600,11/15/2020,-0.217,-23.1,-47.1,5.99,18,-2.36,-59.8,17.2,16.7
4400,11/15/2020,-6,-37.9,-47.5,-10.2,14.5,-44.6,-72.8,16.5,18.9
900,11/16/2020,-2.01,-29.3,-46.1,1.1,20.6,-11.2,-69.5,16.2,13.5
2500,11/16/2020,-2.47,-22.9,-34.1,8.95,11.8,-3.31,-62,12.8,14.3
3400,11/16/2020,-1.05,-22.7,-23.3,12.3,11.5,-4.04,-43.2,15.1,18.5
3600,11/16/2020,0.267,-23.5,-47.3,8.11,18.6,-2.26,-59.8,18.2,18
4400,11/16/2020,-5.05,-40.6,-48.8,-7.72,16.6,-44.1,-74.7,19.5,22.6
900,11/17/2020,-2.27,-30.4,-44.6,0.599,18.6,-12.9,-69.8,16.8,15.6
2500,11/17/2020,-2.67,-22.3,-32.7,12.3,9.75,-2.76,-64.1,12.9,16.4
3400,11/17/2020,-1.55,-22.6,-24.4,12.8,9.91,-6.24,-46.7,14.3,18.4
3600,11/17/2020,0.308,-24,-47.7,10.1,17.7,-2.86,-61.1,18.6,19.3
4400,11/17/2020,-6.46,-37,-54.8,-8.01,15.8,-42.1,-73.7,16.8,18.2
900,11/18/2020,-1.78,-30.7,-52.4,0.461,18.8,-14,-68.3,16.3,14.7
2500,11/18/2020,-1.25,-22,-38.7,16.3,11.5,0.346,-63.7,15.4,19.6
3400,11/18/2020,-0.567,-23.2,-23.3,15.1,12.7,-4.82,-46.7,16.7,20.4
3600,11/18/2020,1.81,-24.4,-49.4,13.2,20.4,-1.06,-62.1,21.3,22.1
4400,11/18/2020,-3.3,-34.5,-59.1,-8.53,16,-36.5,-73.3,19.1,22.2
900,11/19/2020,-0.998,-29.2,-50.9,2.78,21,-14.5,-67.6,18.4,16.8
2500,11/19/2020,-1.28,-21.5,-39.8,15.5,13.3,-2.35,-66.3,17.1,21.1
3400,11/19/2020,-0.941,-24,-23,14.5,12.8,-2.87,-47.3,16.5,19.9
3600,11/19/2020,0.848,-24.8,-52.4,13.4,19.8,-3.35,-62,21,21.9
4400,11/19/2020,-2.56,-35.4,-62.2,-7.7,19.6,-32.1,-76.9,18.8,18.9
900,11/20/2020,-0.761,-29.4,-52.3,1.42,21.6,-18.9,-65.6,16.9,14.2
2500,11/20/2020,-0.601,-21.5,-39.5,16.6,14,-6.63,-66.9,17.9,22.1
3400,11/20/2020,-1.34,-25,-23.5,12.7,12.5,-4.49,-48,15.9,19.1
3600,11/20/2020,0.261,-24.9,-54,10.8,19.5,-4.14,-62.2,19.6,19.7
4400,11/20/2020,-4.31,-35.2,-67.7,-4.69,19.8,-31.6,-79.1,20.3,21.3
900,11/21/2020,-1.56,-30.6,-52.2,2.05,20,-16,-66,15.6,12.9
2500,11/21/2020,-0.694,-22.9,-39,16.1,14.5,-3.36,-65.3,16.8,19.4
3400,11/21/2020,-1.52,-26.2,-24.9,11.6,11.9,-6.96,-49.2,15.7,19.3
3600,11/21/2020,-0.0807,-25.6,-56.9,10.5,18.3,-5.38,-62.7,19,19.5
4400,11/21/2020,-4.75,-34.7,-69.3,-5.56,19.1,-35.4,-78.2,22.8,26.4
900,11/22/2020,-1.72,-30.7,-53.3,2.39,18.9,-18.9,-67.7,14.6,12
2500,11/22/2020,-0.135,-24,-39.2,15.9,15.1,-1.3,-66,17.3,19.9
3400,11/22/2020,-0.773,-27.3,-22.5,12,11.7,-7.37,-50.6,15.8,19.5
3600,11/22/2020,0.76,-25.5,-57.4,10.7,17.3,-4.34,-63.3,18.6,19.5
4400,11/22/2020,-6.58,-37,-71,-5.51,18.7,-33.4,-75.9,19.8,21.2
900,11/23/2020,-2.28,-31.5,-53.3,3.61,20.5,-23,-69,15,11.6
2500,11/23/2020,0.142,-24.3,-37.9,16.8,17.5,-3.39,-65.9,19.5,21.7
3400,11/23/2020,-0.94,-26.9,-24.4,12.7,13,-8.08,-51.7,16.5,19.8
3600,11/23/2020,0.785,-25,-59.5,11.8,18.4,-2.92,-64,19.4,20.2
4400,11/23/2020,-5.16,-34.7,-65.2,-9.97,17.7,-19.6,-72.1,19.7,21.8
900,11/24/2020,-0.821,-30.3,-55.5,6.52,27.3,-25.9,-69.9,19.1,13.8
2500,11/24/2020,2.39,-23,-40.2,20.6,25.4,-7.47,-64.3,25.7,26.1
3400,11/24/2020,0.0682,-26,-24.8,13.9,17.2,-7.67,-51.9,19,20.8
3600,11/24/2020,1.98,-23.6,-58.7,14.2,22.8,-6.43,-63.5,22.8,22.6
4400,11/24/2020,-2.9,-37.4,-61.7,-0.635,20.1,-28.6,-74.6,26.2,31.8
900,11/25/2020,-2.26,-30.1,-54.6,0.472,11.8,-21.2,-70.8,10,8.48
2500,11/25/2020,0.49,-24.5,-34.3,13.9,11,-8.64,-63.5,15.1,19.7
3400,11/25/2020,-2.35,-26.1,-27.1,8.39,4.37,-6.64,-51.4,11.1,17.3
3600,11/25/2020,0.534,-23.6,-54.2,9.95,10.1,-5.74,-60.8,15.2,19.4
4400,11/25/2020,-8.12,-42.9,-55.7,-6.27,3.66,-36.3,-73.1,13.5,22.8
900,11/26/2020,-3.4,-32.1,-56.9,-6.26,12.2,-24.5,-69.9,6.55,2.8
2500,11/26/2020,-0.8,-26.4,-40.2,16.7,11.6,-17,-63.1,16.8,22.6
3400,11/26/2020,-4.62,-27.8,-31.8,2.77,2.94,-10.1,-51.8,7.74,12.1
3600,11/26/2020,-1.74,-25.2,-55.1,4.57,7.14,-7.1,-62,11,13.8
4400,11/26/2020,-8.35,-45.7,-55.2,-0.799,2.74,-47.4,-66.7,12.1,20.8
900,11/27/2020,-7.03,-35.3,-53.4,-8.36,9.17,-24,-72.2,3.57,0.62
2500,11/27/2020,-4.04,-28.1,-42.3,5.48,8.62,-29.5,-63.7,10.5,12.8
3400,11/27/2020,-6.8,-29.2,-31.2,-0.347,3.93,-13.9,-52.8,5.32,6.94
3600,11/27/2020,-2.94,-26.3,-53.3,1.01,9.16,-10.9,-62.2,9.4,9.54
4400,11/27/2020,-12.9,-47.1,-61.1,-16,-1.54,-36.1,-77.5,-1.63,-0.5
900,11/28/2020,4.5,-30.4,-53,4.19,16.2,-13.5,-69.1,17,17.5
2500,11/28/2020,7.64,-24.1,-36.7,31.8,19.1,-4.63,-64.4,29.7,41.3
3400,11/28/2020,1.99,-27.2,-31.9,15.8,3.8,6.33,-50,16.8,28.4
3600,11/28/2020,6.39,-23.4,-50,17.9,10.9,8.15,-61,22.1,31.1
4400,11/28/2020,1.01,-47.4,-54.4,15.9,10.6,-29.7,-71.2,23.3,35.3
900,11/29/2020,-5.55,-33.1,-56.3,-10.7,6.19,-19.1,-70.3,1.76,-0.513
2500,11/29/2020,-4.84,-27.1,-43.9,2.36,4.93,-21.9,-67.1,7.44,10.2
3400,11/29/2020,-6.98,-28.1,-35.6,-1.5,-0.0135,-6.85,-51.7,3.2,6.11
3600,11/29/2020,-2.86,-25.7,-53.1,0.732,5.86,-6.51,-61.9,7.86,9.14
4400,11/29/2020,-10.9,-46.1,-60.2,-11.9,-2.53,-29.1,-75.5,-2.87,-1.88
900,11/30/2020,-3.2,-29.1,-61.3,-1.71,15.9,-24.6,-70.8,13.3,12.2
2500,11/30/2020,-6.54,-27.7,-52.1,12.1,12.2,-16.1,-71.5,15.5,19.3
3400,11/30/2020,-6.64,-27,-45.8,9.08,6.52,-14.7,-54.6,13.1,18.5
3600,11/30/2020,-3.48,-25.5,-57.2,6.75,14.2,-17.2,-64.9,15.5,16.4
4400,11/30/2020,-13,-41.7,-70.6,-4.89,11.5,-48.2,-79.7,9.77,10.4
900,12/01/2020,1.23,-32.1,-48.9,2.26,2.76,-19.1,-63.1,11.9,17.8
2500,12/01/2020,-3.04,-29.7,-34.6,16.7,-1.48,-13,-64.7,11.5,24.7
3400,12/01/2020,-1.89,-29.3,-31.6,13.8,-4.47,-13.2,-48.4,11.5,24.2
3600,12/01/2020,0.82,-27.9,-46.8,10.9,1.98,-12.1,-58.1,14.1,22.6
4400,12/01/2020,-10.9,-45.4,-64.8,-5.61,-1.81,-43.2,-78.3,5.65,13.3
900,12/02/2020,2.8,-30.4,-48.5,4.13,10.8,-15.1,-64.1,15.2,18.1
2500,12/02/2020,-3.13,-29.3,-38,15.4,6.29,-12.6,-66,14.6,23
3400,12/02/2020,-2.21,-29,-33,14.1,-0.0991,-11.3,-49.4,13,23
3600,12/02/2020,0.442,-27.9,-48.2,10,6.36,-12.7,-59.8,14.3,19.4
4400,12/02/2020,-9.45,-43,-66.4,-0.688,6.97,-33.5,-78,10.9,16.1
900,12/03/2020,4.23,-31.6,-48.4,6.08,10.8,-17.7,-60.1,17.4,21.6
2500,12/03/2020,1.41,-29.4,-32.9,20.3,9.41,-7.21,-62,18.7,28
3400,12/03/2020,-0.176,-29.4,-27.3,15.7,-0.57,-12.6,-46.7,14.4,25.7
3600,12/03/2020,0.968,-28.9,-48.8,12.5,4.78,-14.1,-57.6,16.1,23.4
4400,12/03/2020,-6.48,-45.2,-59.7,7.09,9.74,-38.2,-78.1,15.9,22.9
900,12/04/2020,3.42,-33.3,-47,2.91,9,-15.6,-61.4,15.1,18.9
2500,12/04/2020,2.3,-30.2,-33.3,18.4,11.3,4.13,-62.4,18.6,26.2
3400,12/04/2020,-0.913,-30.3,-26.3,12.6,-1.99,-9.87,-45.7,11.8,21.9
3600,12/04/2020,0.514,-30.3,-48.2,11.3,3.49,-12.5,-57.6,14.5,21.6
4400,12/04/2020,-6.29,-47.1,-57.5,0.0451,7.32,-31.8,-79.4,10.7,15.9
900,12/05/2020,0.727,-35.4,-46.8,-4.61,11.1,-10.4,-61.3,9.55,9.35
2500,12/05/2020,-0.135,-31.8,-35.9,9.2,14.9,5.1,-57.7,12.6,12.4
3400,12/05/2020,-1.63,-28.8,-25.1,6.7,2.88,-5.17,-44.9,9.61,14.9
3600,12/05/2020,-0.779,-29.2,-47.5,3.37,7.93,-10.1,-56.8,10.2,11.7
4400,12/05/2020,-8.25,-48.7,-56.4,-8.73,10.7,-29.1,-78,7.07,7.72
900,12/06/2020,-0.574,-36.2,-45.1,-9.6,15.5,-2.58,-60.5,6.65,2.89
2500,12/06/2020,-0.726,-31.8,-36.3,3.83,18.3,10.3,-53.9,10.7,6.67
3400,12/06/2020,-1.85,-28.3,-22.9,1.63,7.61,-2.08,-44,8.52,10
3600,12/06/2020,-1.4,-29.1,-48.4,-1.05,12.8,-8.16,-57.2,8.75,6.57
4400,12/06/2020,-9.44,-48.5,-58.6,-15.6,14.3,-23.6,-76.2,4.28,1.15
900,12/07/2020,-0.991,-36.4,-44.3,-9.27,15.7,-3.91,-62.3,6.76,2.83
2500,12/07/2020,-1.66,-32,-41.1,3.02,17.8,6.46,-51.1,9.84,5.41
3400,12/07/2020,-1.74,-29.1,-24.3,3.72,9.15,-2.37,-44.5,10.1,11.6
3600,12/07/2020,-1.82,-29.5,-49.9,0.664,12.9,-10.2,-57.5,9.58,7.74
4400,12/07/2020,-8.79,-51.1,-57.5,-14.4,13.1,-29.8,-77.1,4.09,1.31
900,12/08/2020,-4.17,-37.8,-48.4,-12,10,-4.1,-62.7,2.92,-0.171
2500,12/08/2020,-2.38,-33.3,-43.8,2.99,14.4,4.92,-53,7.97,4.46
3400,12/08/2020,-4.48,-30.8,-23.5,0.0386,5.18,-5.97,-45.8,7.22,9.44
3600,12/08/2020,-4.58,-31.9,-53.1,-1.63,8.68,-12.3,-60.9,6.77,5.73
4400,12/08/2020,-10.1,-52.3,-61,-16.9,9.9,-22,-74.9,4.61,3.85
900,12/09/2020,-4.21,-37.6,-50.5,-12.5,15.5,-2,-66.2,4.5,-0.401
2500,12/09/2020,-0.923,-31.3,-42.3,2.34,19.9,16.7,-56.4,10.8,5.66
3400,12/09/2020,-4.31,-29.7,-25,-1.56,9.64,-3.62,-47.8,8.45,8.64
3600,12/09/2020,-4.66,-31.4,-53.3,-3.09,13.5,-11.3,-61.9,7.86,4.66
4400,12/09/2020,-9.27,-48.5,-49.8,-20.3,14.4,-14.9,-73.5,7.2,5.36
900,12/10/2020,-3.25,-38.3,-46.4,-11.5,12.5,1.67,-65.8,3.76,-0.264
2500,12/10/2020,-1.93,-31,-42.7,1.72,16.7,10.4,-54.5,9.57,5.56
3400,12/10/2020,-3.16,-29.9,-22.8,-0.0918,9.12,-2.79,-46.7,9.14,10
3600,12/10/2020,-2.81,-31.1,-50,-1.54,13.4,-9.99,-61.9,8.65,5.89
4400,12/10/2020,-9.26,-50.6,-58.2,-20.1,10.1,-4.41,-60.1,4.55,3.16
900,12/11/2020,-1.27,-36.7,-46.3,-9.23,13.7,4.46,-65.6,6.89,3.73
2500,12/11/2020,-1.25,-30.7,-42.2,4.34,15.4,5.66,-53.3,10.2,7.43
3400,12/11/2020,-2.47,-29.5,-24.3,1.73,9.2,-3.93,-46,10.7,12.5
3600,12/11/2020,-1.42,-29.6,-50.7,0.61,13.8,-9.46,-60.9,9.98,7.75
4400,12/11/2020,-7.69,-49.7,-61.7,-19,9.03,-11.6,-59,8.55,10.2
900,12/12/2020,0.461,-34.5,-44.5,-7.05,13.9,4.97,-64.6,9.03,6.74
2500,12/12/2020,1.08,-27.9,-41.2,8.37,16.3,5,-57.1,15,15
3400,12/12/2020,-2.44,-28.9,-24.9,1.76,8.13,-4.67,-46.6,10.2,12.5
3600,12/12/2020,-0.877,-29.6,-52.4,1.44,14.2,-7.97,-60.5,11.5,9.85
